Dao_title,categories,about,blockchain,followers
partydao,['other'],"PartyDAO is a community hub for web3 product building. It is currently focused on PartyBid - a tool for permissionless collective purchase, fractionalization and co-ownership of NFTs, already integrated with major NFT marketplaces.
",Ethereum,29000.0
the sanctuary dao,"['other', 'Grant', 'Venture Capital', 'DAO Tools']","The Sanctuary is focused on developing solutions to the ethical and technical problems that plague the NFT ecosystem.
",,0.0
bakeryswap dao,['DeFi'],"The 1st AMM+NFT exchange on Binance Smart Chain
",Binance,415500.0
chimp club dao,"['other', 'other', 'other', 'other']","Chimp Club Treasury coordination. We will delete proposals that do not follow our guidelines.
",,0.0
raw dao,['Media'],"The web3.0 photography community for collectors, artists and builders
",,0.0
orangedao,"['Venture Capital', 'Investment', 'Protocol']","A DAO of Y Combinator alumni. We invest in the future of web3. Our 🍊’s name is Juicy Returns.
",Ethereum,11600.0
polkadot dao,"['other', 'other', 'other']","Making it easier than ever to create and connect decentralized applications, services, and institutions.
",,0.0
sommelier protocol dao,"['Protocol', 'Media', 'Social']","The new Coprocessor for the Ethereum VM
",Ethereum,25500.0
alchemix dao,['Protocol'],"Spend and save at the same time. Leverage your wealth without risk of liquidation with a self-repaying loan. http://discord.com/invite/alchemix
",Ethereum,77500.0
cryptochasers dao,"['other', 'other', 'other', 'other']","A DAO helping new Web3 projects and users grow. Decentralized blockchain activity information sharing and communicating platform.
",,0.0
ftwdao,"['Collector', 'Social']","A global community of diverse talent and investors on a mission to find, fund and foster diverse founders. Join our founding membership http://ftwdao.com/nft
",,0.0
gnosisguild dao,"['DAO Tools', 'Social']","A keeper of the zodiac open standard for DAOs
",Ethereum,6900.0
universal coffee dao,['DeFi'],"Universal Coffee Coin (UCC) is the reward point for all the small businesses in the world
",,0.0
anura dao,"['DeFi', 'Protocol']","A community governed ecosystem building and incubating new Web3 apps
 We are focused on providing utility and opportunities for stable and consistent yield return for those who participate in our protocol. With a doxed development team and years of collective experience in traditional finance, decentralized finance, and the greater field of technology; we are primed for rapid development and long-term protocol growth.
",Avalanche,0.0
ledger dao,"['other', 'other', 'other']","We’re your secure gateway to the Web3 world.  The Nano S Plus and Nano X now come in a range of colors.
",,0.0
entropes dao,['Collector'],"NFT collection
",Ethereum,3700.0
phantasia dao,"['other', 'other', 'other', 'other']","Phantasia offers daily and season long fantasy sports contests all securely stored on the blockchain. Create or join in seconds, then get paid instantly when you win. All for zero fees. Know nothing about crypto or web3? No worries - skip the learning curve and focus on fantasy.
",,0.0
etherminators dao,"['other', 'other', 'other', 'other']","TO INSPIRE PEOPLE AROUND THE WORLD TO FIGHT FOR A DECENTRALIZED, FREE AND OPEN DIGITAL FUTURE FOR EVERYONE.
",,0.0
agoric dao,"['DAO Tools', 'DeFi']","A Proof-of-Stake chain utilizing secure JavaScript smart contracts to rapidly build and deploy DeFi.
",Ethereum,39000.0
animeloot dao,['Social'],"Our goal is to create an Isekai Anime led by the community!
",Ethereum,12800.0
domani governance dao,['Investment'],"DOMANI is a crypto management protocol  that empowers anyone to mint, trade, redeem and provide liquidity on non-custodial oracle-less tokenized portfolios (XTFs)
 DOMANI is a democratized crypto management protocol that allows you to invest in multiple assets cheaply and easily. Everyone can invest in the best performing portfolios in crypto. If you can’t find one that suits you, create your own and start earning!
",Avalanche,5200.0
open shards alliance dao,"['other', 'other', 'other', 'other']","A community validator guild in NEAR ecosystem.
 The OSA is a guild of NEAR enthusiasts comprised of professional validators and StakeWars participants that are dedicated to contribute back to the NEAR ecosystem.
",,0.0
magnet dao,['Investment'],"Magnet DAO is developing an advanced crypto incubator — the goal is simple: cultivate, incubate, and invest.
 
Magnet is an investment, incubation, and build guild. Our token is backed by our
treasury, which we use to build yield on. In addition, 10% of all funds we raise
are used for our innovation fund. This fund is used to invest in, help incubate,
and build innovative new projects. The return on this is then returned to our
MAG token holders.
",Avalanche,15100.0
upstream dao,"['DAO Tools', 'other']","The easiest way to start a DAO | Upstream Collectives are a no-code, full-stack, DAO-in-a-box
 The simplest way to start and manage a DAO. Upstream Collectives support all of the essential functions of a DAO, in one easy-to-use platform that requires no technical experience.
",,0.0
blank foundation dao,"['other', 'other', 'other', 'other']","Blank is a community art gallery made of 10,000 Blank NFT canvases. You can evolve your Blank NFTs by combining and/or uploading art.
",,0.0
worldwide webb3 dao,"['Gaming', 'Metaverse']","The pixel art metaverse
",Ethereum,26800.0
landshare dao,['Investment'],"Offers tokenized real estate assets on the Binance Smart Chain
",Binance,49600.0
the wizardao,"['other', 'other', 'other', 'other', 'other']","New decentralized autonomous organization that can directly influence the PixaLyfe ecosystem
",Ethereum,1100.0
darkstardao,"['Social', 'Media']","If you’re off the bus in the first place — then it won’t make a damn.
 DAO thought leader hosting a moving community bus
",Ethereum,2100.0
premia dao,"['DAO Tools', 'DeFi']","Decentralized Options Protocol
",Ethereum,29000.0
jonesdao,['DeFi'],"One-click vaults that enable institutional-grade options strategies.
Unlock liquidity and capital efficiency for DeFi options with vault-backed jAssets.
",,0.0
breederdao,"['Gaming', 'Metaverse']","BreederDAO is the NFT asset factory of blockchain games. We provide high-volume asset production, tailored to specification, for some of the largest guilds in the Metaverse so they can supercharge their Play-To-Earn economies.
 A specialist manufacturer of high-quality digital assets used in blockchain-based games and virtual worlds.
",Ethereum,103400.0
witch token dao,"['Entertainment', 'Collector']","A step closer to a thriving metaverse economy through NFTs
 With a mission to bridge the gap between the physical world and the metaverse, WITCH is set out to offer a dynamic range of products that will add special value to the lives of future denizens of the metaverse.
",,0.0
8dao,"['Social', 'Investment']","Our mission is to connect like-minded individuals, those with vast social capital, and community builders to participate in NFT/Web3/DAO space.
 8DAO is a membership-based Social DAO that gathers elites from different industries, and connects like-minded people, people with social capital and community builders to jointly build and invest in the Web3 ecosystem. As a Web3 community, 8DAO will explore the development and opportunities of WEB3, and members share their opinions, suggestions and news. Every week, 8DAO invites well-known NFT collectors, project leaders, and investment institutions in the industry to have in-depth discussions with members on different topics. 8DAO also collaborates with brands, creators and artists to invest and incubate different Web3 projects.
Apply to contribute: https://airtable.com/shrhD2FXyPpKBSTYT
",,0.0
bacondao,['other'],"We are a grassroots guild of thinkers and investors. Helping each other learn and profit in the Crypto world
 BaconDAO (BACON) is a Decentralized Autonomous Organization (DAO) for collaborative learning and investing in Cryptocurrencies. The mission of the organization is to create the largest and most knowledgeable Crypto community, harnessing its group knowledge to help members learn and profit from Cryptocurrencies.
",Ethereum,20700.0
secret foundation dao,"['DAO Tools', 'Media', 'Social', 'DeFi']","First blockchain with data privacy by default, allowing you to build and use applications that are both permissionless and privacy-preserving
",Cosmos,63400.0
messari dao,['DAO Tools'],"Providing the top research, metrics, and live data for crypto
",,0.0
